topic,Refid,Bibliography,sampPoint,nSample,sampCountry,sampArea,sampY,targetSpecies,sampledMatrix,agent,anMeth,nPositive,common_name,strain,infectionMethod,chem,route,endpoint,dose
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,California,,,,,Unknown,,Oleander,Isolate OLS0156,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Sweet scent,Isolate PLU0041,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Jacaranda,Isolate JAC0038,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Western redbud,Isolate CER0194,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,California,,,,,Unknown,,Alfalfa,"Isolate ALF0149, ALF0150, ALF0151",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Spanish broom,Isolate SPA0202,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Georgia,,,,,Unknown,,Oak,Isolate OAK0017,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Florida,,,,,Unknown,,Oak,Isolate OAK0023,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"San Bernardino Co., CA",,,,,Unknown,,Magnolia,Isolate MAG0037,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,New Zealand Christmas tree,Isolate MET0045,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Orange Co., CA",,,,,Unknown,,New Zealand Christmas tree,Isolate MET0046,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Santa Barbara Co., CA",,,,,Unknown,,Grapevine,Isolate PD0363,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Mendocino Co., CA",,,,,Unknown,,Grapevine,Isolate PD0014,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Travis Co., TX",,,,,Polymerase chain reaction (PCR),,Grapevine,Isolate PD0075,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,California,,,,,Unknown,,Oleander,Isolate OLS0002,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Orange Co., CA",,,,,Unknown,,Oleander,Isolate OLS0020,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Fresno Co., CA",,,,,Unknown,,Almond,Isolate ALS0205,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"San Bernardino Co., CA",,,,,Unknown,,Cherry,"Isolate CHE0085, CHE0086",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"San Bernardino Co., CA",,,,,Unknown,,Almond,"Isolate ALS0095, ALS0095",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"San Joaquin Co., CA",,,,,Unknown,,Almond,Isolate ALS0094,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Stanislaus Co., CA",,,,,Unknown,,Almond,Isolate ALS0203,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Plum,Isolate PLP0070,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Solano Co., CA",,,,,Unknown,,Almond,Isolate ALS0003,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Kern Co., CA",,,,,Unknown,,Almond,Isolate ALS0299,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Tulare Co., CA",,,,,Unknown,,Grape,Isolate PD0007,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Almond,Isolate ALS0011,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Georgia,,,,,Unknown,,Peach,Isolate PP0027,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,Brazil,Sao Paulo State,,,,,Unknown,,Coffee,Isolate COF0239,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,Brazil,Sao Paulo State,,,,,Unknown,,Citrus,Isolate CVC0018,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Polk Co., FL",,,,,Unknown,,Citrus,Isolate CBF221,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Alameda Co., CA",,,,,Unknown,,Maple,Isolate MPL0131,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Georgia,,,,,Unknown,,Grapevine,Isolate PD0136,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Ventura Co., CA",,,,,Unknown,,Grapevine,Isolate PD0362,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Kern Co., CA",,,,,Unknown,,Almond,Isolate ALS0300,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Florida,,,,,Unknown,,Grapevine,"Isolate PD0137, PD0138",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Fayette Co., KY",,,,,Unknown,,Grapevine,Isolate PD0185,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Napa Co., CA",,,,,Polymerase chain reaction (PCR),,Grapevine,"Isolate PD0390, PD0391 , PD0392",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Blanco Co., TX",,,,,Polymerase chain reaction (PCR),,Grapevine,"Isolate PD0057, PD0058",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"San Joaquin Co., CA",,,,,Unknown,,Grapevine,Isolate PD0083,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Georgia,,,,,Unknown,,Grapevine,Isolate PD0153,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Orange Co., CA",,,,,Unknown,,Lupine,Isolate LUP215,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,California,,,,,Unknown,,Almond,Isolate ALS0142,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Southern California, CA",,,,,Unknown,,Grapevine,Isolate PD0308,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Sonoma Co., CA",,,,,Unknown,,Grapevine,Isolate PD0204,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Alameda Co., CA",,,,,Unknown,,Grapevine,Isolate PD0364,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"San Luis Obispo Co., CA",,,,,Unknown,,Grapevine,Isolate PD0365,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Napa Co., CA",,,,,Unknown,,Grapevine,Isolate PD0369,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Val Verde Co., TX",,,,,Polymerase chain reaction (PCR),,Wild grape,"Isolate WG0059, WG0077",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Gillespie Co., TX",,,,,Polymerase chain reaction (PCR),,Grapevine,Isolate PD0167,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,Mexico,"Baja California, MX",,,,,Unknown,,Grapevine,Isolate PD0366,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Texas,,,,,Unknown,,Oleander,Isolate OLS0008,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Day Lily,Isolate DL0036,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Common grapevine,Isolate PD0072,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Desert wild grape,Isolate WG0040,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Santa Cruz Co., CA",,,,,Unknown,,Grapevine,"Isolate PD0371, PD0372, PD0373, PD0374, PD0375, PD0376, PD0378, PD0379, PD0380, PD0381,PD0382",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,North Carolina,,,,,Unknown,,Muscadine,Isolate WG0307,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Florida,,,,,Unknown,,Muscadine,"Isolate PD0016, PDO0140",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Oleander,Isolate OLS0065,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Almond,Isolate ALS229,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Gillespie Co., TX",,,,,Polymerase chain reaction (PCR),,Grapevine,"Isolate PD0277, PD0278, PD0282,",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Sonoma Co., CA",,,,,Unknown,,Grapevine,Isolate PD0368,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Gillespie Co., TX",,,,,Polymerase chain reaction (PCR),,Grapevine,Isolate PD0383,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Gillespie Co., TX",,,,,Polymerase chain reaction (PCR),,Grapevine,Isolate PD0384,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Oleander,Isolate OLS0009,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Oleander,Isolate OLS0021,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Oleander,Isolate OLS0019,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Florida,,,,,Unknown,,Grapevine,Isolate PD0207,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,California,,,,,Unknown,,Oleander,Isolate OLS0039,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Grape,Isolate PD0001,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Napa Co., CA",,,,,Unknown,,Grapevine,"Isolate PD0004, PD0006",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Tulare Co., CA",,,,,Unknown,,Almond,Isolate ALS 0005,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Grape,Isolate PDO0010,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Florida,,,,,Unknown,,Grapevine,Isolate PD0141,Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,Florida,,,,,Unknown,,Grapevine,Isolate PD0157,Natural infection,,,,
